15568982;1;620;726;6;0.00;2;0
15569050;1;508;444;6;0.00;1;1
15569079;2;85;632;6;126066.26;1;1
15569098;1;1157;627;6;153548.12;1;1
15569120;1;1106;615;7;0.00;2;0
15569178;1;301;570;4;82767.42;1;0
15569187;3;547;680;9;0.00;2;0
15569209;3;882;464;5;76001.57;1;0
15569222;1;765;781;6;147107.91;1;0
15569247;3;163;727;1;109679.72;1;0
15569248;1;128;554;10;0.00;2;1
15569249;1;1174;576;6;44582.07;3;1
15569264;1;535;622;5;179305.09;1;0
15569266;1;981;644;7;155060.41;1;0
15569274;2;808;678;2;116933.11;1;1
15569364;1;404;666;3;0.00;2;0
15569394;1;1290;704;2;148197.15;2;0
15569410;2;1039;601;7;114430.18;2;0
15569423;3;369;731;4;0.00;2;0
15569430;3;1303;704;2;175509.80;2;0
15569432;1;249;656;9;0.00;2;1
15569438;2;915;607;10;106702.94;2;0
15569446;1;589;732;8;122338.43;2;0
15569451;1;305;463;2;101257.16;1;0
15569452;2;1094;652;3;116353.20;2;0
15569503;1;768;765;6;0.00;2;0
15569526;1;1117;601;10;98627.13;2;0
15569571;2;823;584;6;87361.02;2;1
15569572;1;790;778;6;0.00;2;0
15569590;2;891;601;1;98495.72;1;1
15569595;1;1054;678;6;0.00;1;0
15569624;2;171;671;6;105864.60;2;0
15569626;3;1182;577;5;110080.30;1;0
15569641;2;510;692;8;130701.29;1;1
15569654;2;148;850;3;51293.47;1;0
15569666;1;1127;517;4;0.00;1;1
15569670;2;1300;627;6;112372.96;1;0
15569678;2;333;561;6;166824.59;1;0
15569682;2;945;768;9;108308.11;1;1
15569759;1;816;583;4;0.00;3;0
15569764;2;436;687;2;154007.21;1;0
15569807;1;59;673;8;42157.08;1;1
15569867;1;1238;529;8;0.00;2;0
15569878;1;605;592;3;96651.03;1;0
15569892;1;715;516;10;57369.61;1;0
15569917;3;367;706;6;87609.68;2;1
15569945;3;807;509;1;0.00;2;0
15569976;2;152;754;1;136186.44;1;1
15570002;2;1029;625;8;118772.71;4;1
15570004;1;474;850;3;0.00;2;0
15570051;2;136;775;6;179886.41;2;0
15570060;1;1168;586;8;132558.26;1;1
15570073;3;821;721;1;0.00;1;0
15570086;2;415;684;9;90544.00;1;0
15570087;1;524;664;8;142989.69;1;1
15570134;1;237;683;6;187530.66;2;0
15570141;1;726;724;3;132352.69;1;0
15570145;1;870;763;2;0.00;2;0
15570192;2;1331;608;8;121729.42;1;0
15570194;1;1164;412;5;0.00;2;0
15570205;3;1021;682;5;0.00;2;0
15570271;3;434;577;6;0.00;1;0
15570289;2;121;697;8;103409.16;1;1
15570299;2;878;584;6;152622.34;1;0
15570326;1;434;621;6;0.00;2;0
15570360;1;592;641;4;0.00;2;0
15570379;3;229;669;3;88827.53;1;1
15570414;3;184;618;4;115251.64;1;0
15570417;1;976;579;1;0.00;2;0
15570485;3;505;558;4;161766.87;1;0
15570508;1;316;600;7;90218.90;1;0
15570533;2;925;621;7;131033.76;1;1
15570601;1;303;785;9;122031.55;1;1
15570629;2;1189;655;5;138089.97;2;0
15570681;1;1288;560;1;116084.32;1;0
15570769;1;728;494;9;93320.80;1;0
15570835;2;644;491;4;112044.72;1;1
15570855;1;395;670;7;0.00;2;0
15570857;2;928;677;0;111213.64;2;0
15570859;2;247;626;2;181671.16;2;0
15570895;1;632;608;10;163548.07;1;0
15570908;3;1157;687;7;93617.07;1;0
15570912;2;761;728;9;127772.10;2;0
15570931;1;1045;620;5;0.00;1;1
15570932;1;1033;666;7;137780.74;2;1
15570943;2;435;711;2;133607.75;1;0
15570947;3;1156;615;7;143330.56;2;0
15570970;1;244;647;9;0.00;2;0
15570990;3;1307;520;4;145222.99;2;0
15571002;1;1059;706;4;129605.99;1;0
15571059;1;1037;734;3;0.00;1;1
15571065;3;884;532;0;0.00;2;0
15571081;1;254;773;7;190238.93;1;0
15571121;1;1284;670;8;138340.06;1;0
15571144;1;326;655;10;0.00;2;0
15571148;3;269;645;1;0.00;2;0
15571193;2;2;579;0;144386.32;1;1
15571221;2;273;747;7;116313.57;1;1
15571244;3;369;809;3;0.00;2;0
15571261;2;383;714;6;126077.43;2;0
15571281;1;429;651;10;79562.98;1;0
15571284;2;36;756;0;109528.16;2;0
15571302;2;495;529;5;94216.05;1;0
15571305;2;1274;588;1;103060.63;1;1
15571415;2;770;805;6;151802.29;1;1
15571476;3;303;635;0;103257.14;1;0
15571529;2;748;650;7;138232.24;1;0
15571550;1;56;699;9;0.00;1;0
15571571;2;787;680;3;127331.46;3;0
15571586;3;737;524;3;159035.45;1;1
15571666;2;579;642;8;134497.27;1;0
15571689;1;426;740;5;0.00;2;0
15571752;2;402;668;10;92041.87;1;0
15571756;1;305;724;5;0.00;1;0
15571778;1;352;817;10;117561.49;1;1
15571816;3;480;850;5;0.00;1;0
15571843;3;450;486;1;0.00;1;0
15571869;2;1314;669;4;112650.89;1;1
15571873;1;776;655;9;107065.31;1;0
15571917;2;871;771;5;137657.71;2;0
15571928;1;491;679;4;0.00;3;1
15571940;3;885;579;3;118680.57;1;0
15571958;3;990;489;3;221532.80;1;0
15571973;1;1290;776;2;169824.46;1;0
15571995;2;269;775;1;118897.10;2;0
15572021;2;1153;798;8;80204.11;2;0
15572022;1;1314;605;6;0.00;1;0
15572038;2;1068;660;9;113948.58;1;1
15572050;2;623;768;3;122831.58;1;1
15572051;1;1043;721;3;0.00;1;0
15572073;3;136;663;5;0.00;2;0
15572093;1;665;613;7;140453.91;1;0
15572114;3;69;673;1;121629.22;1;0
15572145;1;823;767;8;0.00;2;0
15572158;3;693;604;3;0.00;1;0
15572174;1;1171;825;3;148874.01;2;0
15572182;2;521;505;3;106506.77;3;1
15572265;2;257;646;1;170826.55;2;0
15572291;1;340;825;6;132308.22;1;0
15572294;1;1141;623;7;0.00;1;0
15572356;3;973;689;1;108555.07;1;0
15572360;1;1261;683;10;57657.49;1;0
15572361;2;82;790;2;164011.48;1;0
15572374;3;554;733;1;0.00;2;0
15572390;3;1091;850;6;0.00;2;0
15572398;3;891;614;6;0.00;2;0
15572408;2;1106;714;3;149887.49;2;0
15572415;1;436;580;6;0.00;2;0
15572428;2;347;717;0;115777.23;1;0
15572461;2;477;663;4;102714.65;2;0
15572467;1;15;506;5;0.00;2;0
15572547;1;1214;670;9;104930.38;1;1
15572626;3;1212;620;8;0.00;2;0
15572631;1;979;609;10;0.00;1;0
15572657;1;620;472;8;102490.27;1;0
15572706;1;1110;589;5;0.00;1;0
15572728;3;911;704;8;127397.34;1;0
15572735;3;1166;433;2;0.00;2;0
15572762;2;466;410;2;102278.79;2;0
15572767;1;360;777;2;0.00;2;0
15572777;3;728;780;7;86006.21;1;0
15572792;3;913;535;8;118989.92;1;0
15572801;3;689;639;5;139393.19;2;0
15572956;1;385;683;5;115350.63;1;0
15573045;1;1004;547;10;127738.75;2;0
15573077;2;1041;620;8;141825.88;1;1
15573086;1;80;564;7;99824.45;1;0
15573112;3;661;602;5;103907.28;1;0
15573152;1;1250;620;9;0.00;2;0
15573171;3;845;695;1;146202.93;1;1
15573242;1;87;691;6;136953.47;1;0
15573278;1;1176;743;6;0.00;2;0
15573280;2;1111;646;6;145295.31;2;0
15573284;1;1310;579;2;0.00;2;0
15573309;3;1193;626;2;0.00;2;0
15573318;1;973;610;8;0.00;2;0
15573319;2;590;493;8;178317.60;1;0
15573348;1;693;850;9;102050.47;1;0
15573452;2;1182;663;7;115930.87;1;0
15573456;3;1212;648;9;127209.00;2;1
15573520;2;1010;692;6;110540.43;2;0
15573599;1;1249;506;6;0.00;2;1
15573628;2;1047;751;7;148074.79;1;1
15573730;2;901;586;6;126704.49;2;0
15573741;3;1284;698;10;95010.92;1;0
15573769;1;595;764;7;0.00;2;0
15573798;1;615;448;6;83947.12;2;0
15573851;1;924;735;1;0.00;3;1
15573854;1;425;727;5;0.00;2;0
15573876;3;783;473;8;0.00;2;0
15573888;2;1118;648;1;107963.38;1;1
15573893;2;940;569;9;173459.45;2;0
15573926;3;317;735;7;86131.71;2;0
15573971;1;325;737;7;0.00;2;0
15574004;1;36;429;6;117307.44;2;0
15574012;3;914;645;8;113755.78;2;1
15574068;2;735;504;9;104217.30;1;1
15574071;2;481;706;2;93301.97;2;0
15574072;1;707;786;8;0.00;1;0
15574115;3;271;656;6;101179.23;2;0
15574119;3;1297;598;1;62979.93;1;0
15574122;1;104;817;5;129278.43;1;0
15574137;3;1302;687;3;0.00;2;0
15574142;2;1319;458;2;171932.26;2;0
15574167;1;636;665;2;101286.11;1;0
15574169;2;511;595;0;92466.21;1;0
15574206;1;644;718;7;0.00;2;0
15574213;1;145;789;1;158271.74;1;1
15574237;1;1075;588;8;0.00;2;0
15574283;1;110;580;2;0.00;2;0
15574296;1;691;757;2;80673.96;2;0
15574305;1;1131;680;3;116275.12;1;0
15574324;2;523;568;2;129177.01;2;0
15574331;2;377;593;3;118233.81;1;1
15574352;1;91;850;4;161256.53;1;0
15574369;3;991;415;5;167259.44;1;0
15574372;1;680;738;5;161274.05;2;0
15574480;3;1250;652;1;132862.59;1;0
15574523;1;529;576;1;0.00;2;0
15574554;2;399;537;8;103291.25;2;0
15574558;3;888;718;8;0.00;2;0
15574584;1;1137;670;8;126679.69;1;0
15574608;1;154;713;8;133889.35;1;0
15574692;3;782;667;2;0.00;2;1
15574743;3;729;577;2;0.00;1;0
15574761;1;350;466;3;33563.95;2;1
15574783;1;131;584;1;0.00;2;0
15574795;1;524;495;2;63093.01;1;0
15574830;2;295;633;2;128137.42;2;1
15574842;2;1126;653;2;158266.42;3;0
15574858;1;209;530;8;0.00;2;0
15574868;2;694;792;5;115725.24;2;0
15574879;2;1146;631;2;121801.72;2;0
15574886;1;150;706;6;94486.47;1;0
15574910;1;1081;601;2;115625.07;1;0
15574947;1;914;656;8;97786.08;2;0
15575002;1;313;676;4;140720.93;1;0
15575024;1;688;503;3;0.00;2;0
15575060;1;362;797;5;0.00;2;0
15575119;1;473;779;3;0.00;2;1
15575146;2;129;492;8;117808.74;2;0
15575147;1;830;699;9;99339.00;1;1
15575185;3;627;757;5;77253.22;1;0
15575214;1;641;709;7;0.00;1;0
15575243;1;1316;764;1;129068.54;2;0
15575247;1;1206;524;1;0.00;2;0
15575391;1;598;677;3;0.00;2;0
15575399;1;905;480;1;152160.21;2;0
15575409;2;1142;581;6;116891.72;1;0
15575410;2;706;667;4;83765.35;2;0
15575417;2;1024;849;7;143452.74;2;0
15575428;2;1037;682;2;117438.92;2;0
15575430;1;407;579;1;118392.75;1;0
15575438;1;115;613;7;115076.06;1;0
15575445;3;800;629;10;150148.51;1;0
15575486;1;1139;529;1;0.00;2;0
15575492;1;91;828;7;0.00;2;0
15575498;1;647;705;5;149379.66;2;0
15575510;1;812;659;2;155584.21;1;0
15575581;2;262;614;3;131344.52;2;0
15575605;1;189;725;6;0.00;2;0
15575619;3;687;656;1;104254.27;1;0
15575623;1;358;589;10;110635.32;1;0
15575676;1;821;638;1;0.00;2;0
15575679;1;1086;590;7;126431.54;1;0
15575691;1;1056;689;5;0.00;2;0
15575694;3;278;729;7;91091.06;2;0
15575748;1;737;809;9;68881.59;2;0
15575759;3;405;583;3;54428.37;1;1
15575858;1;382;763;3;0.00;2;0
15575883;1;990;559;2;137390.11;2;0
15575935;1;813;673;0;178058.06;2;1
15575955;1;1151;764;0;0.00;2;0
15576000;1;682;765;6;138033.55;1;0
15576022;1;1247;565;5;0.00;2;0
15576044;2;319;579;6;150329.15;1;0
15576065;3;628;731;5;171325.98;1;1
15576077;1;210;610;9;159561.93;1;0
15576085;1;863;739;5;0.00;2;0
15576094;1;1249;743;0;0.00;2;0
15576111;2;915;734;5;121898.58;1;0
15576124;1;1081;582;1;40488.76;1;0
15576126;1;1003;649;2;125785.23;1;0
15576131;1;481;666;5;0.00;2;0
15576156;3;1146;710;6;0.00;1;0
15576162;1;85;615;7;92199.84;1;0
15576185;1;751;653;2;0.00;2;0
15576196;3;339;743;5;118207.69;2;1
15576216;2;1250;655;4;108862.76;1;1
15576219;1;961;615;4;0.00;2;0
15576256;1;667;582;5;0.00;2;0
15576263;1;181;759;5;0.00;1;0
15576269;3;1273;523;7;0.00;2;0
15576304;1;1318;698;5;95167.55;1;0
15576313;2;1045;486;9;71340.09;1;0
15576352;3;1305;586;3;0.00;2;0
15576360;1;505;600;1;141136.79;1;0
15576368;2;636;624;3;122388.38;2;0
15576517;2;1226;445;7;131082.17;2;0
15576526;3;1171;850;6;0.00;2;0
15576550;3;611;619;1;0.00;1;1
15576602;1;7;809;3;0.00;2;0
15576615;3;1131;719;10;145382.61;1;0
15576623;1;1033;584;5;0.00;2;0
15576641;2;973;733;5;125725.02;2;0
15576644;2;1302;687;4;78939.15;1;1
15576676;2;480;706;6;124923.35;2;0
15576680;1;468;736;4;0.00;2;0
15576683;3;737;568;9;0.00;1;1
15576706;2;908;651;9;114453.58;1;0
15576714;3;1314;687;8;0.00;2;0
15576723;1;893;740;7;0.00;2;0
15576745;1;92;769;2;96542.16;2;0
15576760;2;113;673;5;73088.06;2;0
15576774;1;728;729;7;0.00;2;0
15576824;2;1087;564;3;111760.40;3;1
15576928;1;480;573;2;0.00;1;0
15576935;3;401;743;2;161807.18;2;1
15576945;1;81;582;0;0.00;1;0
15576990;2;1211;790;5;152885.77;1;0
15577018;2;1166;684;2;114035.39;1;0
15577064;2;632;592;2;104702.65;2;0
15577078;3;1284;539;6;0.00;1;1
15577107;3;1132;657;6;0.00;3;1
15577170;1;1330;532;5;76705.87;2;0
15577178;1;479;511;5;68375.27;1;1
15577274;2;620;549;3;134985.66;1;0
15577313;1;681;619;3;116967.68;1;1
15577359;3;172;767;5;0.00;1;1
15577398;1;1194;850;6;86449.39;1;0
15577402;1;108;593;9;0.00;2;0
15577423;2;489;627;5;124586.93;1;1
15577478;1;1218;714;3;0.00;1;0
15577514;2;738;698;7;121263.62;1;0
15577515;2;87;554;0;108477.27;1;1
15577587;2;32;550;5;121016.23;1;1
15577598;3;1323;651;4;115636.05;2;0
15577657;1;1304;732;8;0.00;2;0
15577683;1;1126;539;4;0.00;2;0
15577695;1;489;678;2;148088.11;1;0
15577700;1;254;749;10;185063.70;2;0
15577751;2;938;759;4;101802.67;1;0
15577771;2;577;453;1;111524.49;1;1
15577806;2;78;794;1;75900.84;1;0
15577831;2;62;560;4;152532.30;1;0
15577905;1;262;660;8;106486.66;2;0
15577913;1;817;651;8;144581.96;1;0
15577970;1;1238;489;5;0.00;1;0
15577985;1;269;574;5;112324.45;2;0
15577988;1;49;614;1;0.00;2;0
15577999;1;1255;850;1;124678.35;1;1
15578006;1;1261;787;10;0.00;2;0
15578045;3;249;538;9;141434.04;1;1
15578073;3;909;686;8;0.00;2;0
15578096;1;923;537;7;106397.75;1;0
15578098;1;1262;600;8;0.00;2;0
15578141;3;1315;592;3;0.00;1;1
15578156;3;355;615;5;138521.83;1;0
15578186;2;1222;486;9;115217.99;2;0
15578211;1;477;777;6;0.00;2;0
15578238;1;1314;727;7;0.00;2;0
15578251;1;1205;644;2;186347.97;2;0
15578297;2;1329;737;1;125537.38;1;1
15578307;1;450;512;6;121685.31;2;0
15578369;2;764;652;9;145219.30;1;0
15578374;3;172;620;7;169312.72;1;0
15578375;1;982;628;6;0.00;2;0
15578435;1;554;640;8;110340.68;1;0
15578462;3;642;596;9;134208.25;1;0
15578515;1;392;659;3;0.00;2;0
15578546;2;357;491;4;102251.14;1;0
15578603;2;212;584;1;77354.37;1;1
15578648;2;109;543;6;59532.18;1;0
15578671;3;653;706;1;209490.21;1;1
15578722;1;806;689;4;0.00;2;0
15578738;1;108;609;7;71872.19;1;0
15578747;3;1032;701;5;83600.24;1;0
15578761;3;161;459;6;129634.25;2;1
15578783;2;725;620;0;76989.97;1;0
15578787;1;949;641;4;0.00;1;1
15578788;3;441;786;6;0.00;2;0
15578799;1;294;625;10;53772.73;1;1
15578809;2;430;651;1;134760.21;2;1
15578825;1;525;734;0;139994.66;1;0
15578835;3;728;675;1;133204.91;1;0
15578865;2;718;632;5;107959.39;1;1
15578866;1;1299;676;2;0.00;1;0
15578878;3;1152;569;3;139528.23;1;0
15578908;3;559;725;0;0.00;2;0
15578977;1;1028;786;9;0.00;2;0
15578980;3;60;516;3;0.00;2;0
15579040;1;914;556;10;0.00;2;0
15579062;1;269;707;9;0.00;2;0
15579074;2;1126;619;10;84651.79;1;0
15579109;2;710;574;5;163856.76;1;0
15579112;1;531;598;2;0.00;2;0
15579130;2;1031;708;0;118994.84;1;1
15579131;1;616;835;7;0.00;2;0
15579166;1;744;619;7;70729.17;1;0
15579183;1;1034;586;1;0.00;2;0
15579189;1;733;690;5;0.00;2;0
15579207;1;1146;545;3;91184.01;1;0
15579208;1;1039;550;6;0.00;2;0
15579212;1;1290;638;6;0.00;1;1
15579223;2;47;573;8;127406.50;1;0
15579262;1;748;497;9;0.00;1;0
15579287;1;161;581;4;0.00;2;0
15579334;2;620;769;5;126674.81;1;1
15579345;2;824;775;0;161371.50;1;0
15579387;2;1272;635;2;79064.85;2;0
15579433;3;693;793;8;96674.55;2;0
15579526;1;1272;551;1;50194.59;1;0
15579548;3;868;735;5;0.00;2;0
15579559;3;1133;544;8;145241.63;1;0
15579566;3;344;616;3;120867.18;1;1
15579583;3;861;641;4;101090.27;1;0
15579616;1;507;683;8;0.00;2;0
15579617;1;734;489;3;0.00;2;1
15579647;1;261;682;0;0.00;1;0
15579706;1;469;611;5;0.00;1;1
15579714;1;692;542;7;0.00;2;0
15579777;1;758;850;3;0.00;2;0
15579781;2;764;806;10;138653.51;1;0
15579787;1;1002;686;4;0.00;2;0
15579808;2;1189;754;8;129401.87;1;0
15579820;3;243;704;6;106687.76;1;0
15579826;1;1138;439;9;0.00;1;0
15579891;1;983;714;4;100755.66;1;0
15579892;3;1175;708;7;112615.86;1;0
15579914;2;542;633;2;109786.82;2;0
15579915;1;735;707;4;0.00;2;0
15579969;1;1152;683;9;0.00;2;0
15579994;1;64;616;8;73112.95;1;0
15579996;2;1110;524;7;131402.21;1;0
15580043;3;813;575;8;105229.34;1;0
15580068;3;499;526;5;0.00;2;0
15580134;3;610;479;2;172463.45;1;0
15580146;1;1247;738;9;82674.15;1;0
15580148;2;49;750;5;168286.81;3;1
15580149;3;171;638;7;0.00;2;0
15580203;3;912;674;6;120193.42;1;0
15580213;1;49;585;2;0.00;2;0
15580227;1;388;803;6;0.00;2;0
15580249;1;491;502;0;0.00;1;0
15580252;1;1004;748;4;112610.77;1;0
15580366;2;1087;566;4;118614.60;2;0
15580462;3;71;607;1;112544.45;1;0
15580487;2;971;627;8;106922.92;2;0
15580493;1;125;469;1;127818.52;1;0
15580560;1;1062;769;1;0.00;1;0
15580579;1;377;490;1;0.00;1;1
15580623;3;1247;573;8;0.00;2;0
15580629;1;521;604;6;134837.58;1;0
15580682;1;1327;652;4;79927.36;2;0
15580684;1;1000;706;5;112564.62;1;0
15580701;1;408;712;3;153819.58;1;1
15580719;1;674;697;10;0.00;2;0
15580805;1;1066;655;10;0.00;2;0
15580845;2;142;685;7;101868.51;1;0
15580872;2;351;761;1;120530.13;2;0
15580912;1;153;748;5;154737.88;2;0
15580914;3;4;478;0;83287.05;2;1
15580935;2;734;687;9;135962.40;2;0
15580953;1;58;544;4;73218.89;1;0
15580956;2;171;683;4;115888.04;1;1
15580988;1;480;842;8;0.00;2;0
15581036;2;286;712;3;109308.79;2;1
15581089;3;1205;744;7;0.00;2;0
15581102;1;727;554;8;0.00;2;0
15581115;1;824;603;9;76769.68;1;0
15581197;1;1293;762;3;99286.98;1;0
15581198;2;434;668;0;122104.79;1;1
15581229;2;989;502;1;173340.83;1;0
15581237;3;164;573;1;160777.90;1;0
15581252;3;1155;632;7;80922.75;1;0
15581280;2;989;714;6;92887.13;1;0
15581282;1;1263;651;6;0.00;1;0
15581286;1;430;734;9;176914.80;1;0
15581295;3;967;617;1;0.00;1;0
15581323;2;999;488;7;139246.22;2;0
15581332;2;259;655;1;83173.98;2;0
15581370;3;553;681;2;99811.44;2;0
15581388;3;271;487;8;145729.71;1;0
15581440;2;615;724;6;110463.25;2;1
15581479;1;578;523;1;83181.29;1;0
15581505;1;41;641;5;0.00;2;0
15581525;2;975;775;3;83501.66;2;0
15581526;1;1298;574;1;0.00;2;0
15581539;3;586;474;3;0.00;2;0
15581548;3;927;637;5;98800.00;1;0
15581551;3;457;850;8;132838.07;1;0
15581620;1;634;597;2;0.00;3;0
15581626;1;1031;664;8;0.00;1;1
15581654;1;307;798;7;0.00;2;0
15581700;2;1120;615;3;86920.86;1;0
15581733;1;283;781;4;0.00;2;0
15581736;2;602;673;1;183579.54;2;0
15581748;2;1072;754;2;101134.87;2;0
15581811;2;979;678;1;139676.95;2;0
15581840;1;1262;626;8;0.00;2;0
15581871;2;427;504;7;131287.36;2;0
15581893;1;548;747;1;130788.71;1;1
15581968;1;938;745;1;0.00;2;0
15582016;3;1237;766;6;99208.46;2;0
15582033;2;136;753;3;138076.47;1;1
15582066;1;304;561;4;0.00;1;0
15582090;3;656;684;4;0.00;1;0
15582116;2;754;767;7;132746.20;2;1
15582129;1;1024;517;1;43772.66;3;1
15582149;2;516;850;3;129668.43;2;0
15582154;1;844;670;5;47884.92;1;0
15582168;2;911;713;4;149525.34;2;0
15582180;1;1179;561;9;120268.13;1;0
15582246;3;304;737;2;0.00;2;0
15582259;1;1297;567;7;0.00;2;0
15582276;1;214;638;5;133501.36;1;0
15582325;1;1267;524;2;87894.26;1;1
15582335;1;397;556;9;129860.37;1;0
15582404;3;1125;572;5;0.00;2;0
15582492;1;915;535;2;112367.34;1;0
15582519;1;644;479;6;121797.09;1;1
15582591;3;437;615;4;155766.05;1;0
15582616;1;306;520;4;0.00;2;0
15582714;2;1284;749;9;110022.74;1;1
15582741;1;71;693;5;124151.09;1;1
15582762;3;117;667;2;0.00;1;0
15582797;3;438;685;4;137948.51;1;0
15582841;1;182;600;8;0.00;2;0
15582847;1;998;662;0;0.00;2;0
15582849;1;305;757;1;0.00;1;1
15582892;1;1219;601;2;99786.07;1;1
15582903;1;578;643;7;0.00;2;0
15582910;1;821;514;4;112230.38;1;1
15582944;3;29;425;5;0.00;2;0
15582951;1;1094;696;8;126442.59;1;0
15582960;1;945;473;5;125827.43;1;0
15583026;1;1143;535;0;135919.33;1;0
15583033;1;312;640;4;0.00;2;0
15583049;2;960;643;7;160426.07;1;0
15583067;1;1043;687;4;97157.96;1;0
15583073;3;192;771;2;0.00;1;1
15583076;2;693;588;6;106116.56;2;0
15583090;3;907;581;8;0.00;2;0
15583137;1;507;637;7;130806.99;2;1
15583138;1;847;739;2;141642.92;2;0
15583212;1;2;600;5;134022.06;1;0
15583221;2;336;667;3;77356.92;2;0
15583278;3;371;743;8;92716.96;1;0
15583303;1;691;593;2;152265.43;1;0
15583353;3;593;610;3;0.00;1;1
15583364;1;37;476;6;111871.93;1;0
